44, 355, 505, 909
96, 353, 502, 899
113, 351, 500, 892
166, 350, 496, 888
177, 349, 494, 887
187, 348, 492, 887
229, 348, 491, 885
239, 347, 490, 885
250, 347, 489, 885
315, 347, 488, 885
332, 347, 488, 885
343, 347, 488, 885
360, 347, 488, 885
416, 347, 487, 886
479, 347, 487, 886
527, 346, 487, 876
537, 345, 488, 875
549, 344, 488, 874
614, 344, 488, 871
627, 343, 488, 871
687, 366, 498, 962
739, 346, 510, 611
749, 336, 518, 602
760, 330, 524, 573
773, 327, 528, 541
822, 326, 532, 450
832, 326, 535, 441
851, 327, 537, 424
945, 352, 556, 153
998, 358, 565, 96
1010, 362, 570, 93
1028, 364, 573, 89
1094, 365, 576, 94
1139, 367, 579, 49
1191, 373, 584, -21
1201, 377, 588, -29
1212, 379, 591, -39
1274, 383, 594, -74
1292, 385, 596, -77
1362, 391, 601, -198
1409, 396, 608, -217
1424, 400, 613, -228
1437, 402, 616, -236
1507, 404, 619, -254
1518, 405, 621, -254
1532, 406, 622, -252
1549, 406, 623, -249
1632, 403, 623, -220
1649, 401, 623, -215
1665, 400, 623, -208
1687, 398, 622, -201
1784, 395, 621, -170
1804, 393, 620, -165
1826, 391, 620, -160
1844, 390, 619, -156
1927, 388, 618, -140
1939, 387, 618, -138
1960, 386, 617, -135
1973, 385, 617, -132
2023, 383, 617, -124
2035, 381, 616, -120
2046, 380, 616, -118
2058, 379, 616, -116
2128, 390, 616, -81
2140, 393, 612, -139
2157, 397, 609, -144
2171, 401, 607, -148
2220, 407, 604, -158
2233, 411, 602, -160
2244, 413, 600, -162
2301, 423, 598, -162
2313, 430, 595, -187
2328, 435, 593, -192
2343, 441, 591, -197
2425, 450, 588, -210
2452, 456, 586, -215
2555, 508, 590, -45
2571, 516, 583, -273
2590, 521, 580, -269
2601, 524, 577, -268
2613, 525, 576, -268
2662, 525, 575, -270
2680, 524, 574, -269
2700, 524, 574, -268
2755, 529, 574, -261
2771, 534, 572, -277
2788, 539, 571, -279
2846, 547, 570, -283
2858, 552, 569, -285
2871, 556, 568, -286
2888, 558, 568, -286
2937, 561, 567, -287
2949, 562, 567, -286
2961, 563, 567, -285
3013, 562, 567, -281
3034, 562, 567, -279
3053, 561, 568, -277
3113, 559, 568, -271
3123, 557, 568, -270
3133, 556, 568, -269
3145, 556, 568, -268
3203, 554, 569, -263
3214, 553, 569, -262
3226, 552, 569, -261
3238, 551, 569, -260
3307, 550, 569, -256
3321, 549, 569, -255
3373, 547, 570, -254
3428, 545, 570, -249
3439, 543, 570, -248
3452, 542, 570, -248
3513, 541, 570, -245
3524, 540, 570, -245
3547, 539, 568, -243
3560, 539, 564, -242
3615, 539, 547, -243
3633, 539, 536, -241
3650, 539, 527, -242
3703, 539, 519, -243
3716, 539, 514, -244
3730, 538, 509, -244
3741, 538, 504, -244
3807, 538, 493, -250
3826, 537, 485, -250
3836, 537, 479, -251
3847, 537, 475, -251
3859, 537, 472, -252
3938, 536, 454, -255
3951, 535, 442, -265
3967, 534, 434, -266
3981, 534, 428, -267
4048, 533, 422, -270
4060, 533, 418, -270
4071, 532, 416, -270
4085, 532, 414, -270
4139, 532, 408, -271
4152, 532, 404, -275
4163, 531, 400, -277
4217, 530, 393, -281
4233, 530, 388, -283
4253, 530, 384, -283
4315, 529, 381, -285
4332, 529, 379, -284
4345, 529, 378, -284
4396, 529, 379, -283
4412, 529, 379, -282
4423, 529, 380, -281
4479, 530, 381, -279
4496, 530, 383, -278
4523, 530, 384, -277
4580, 532, 386, -274
4591, 532, 388, -275
4601, 533, 389, -274
4651, 533, 390, -273
4662, 534, 391, -273
4678, 534, 392, -273
4744, 516, 398, -294
4759, 505, 398, -233
4773, 496, 399, -226
4828, 482, 400, -204
4845, 472, 400, -196
4855, 466, 401, -193
4915, 445, 404, -193
4931, 433, 403, -134
4941, 424, 403, -126
5008, 408, 403, -91
5024, 399, 402, -78
5041, 392, 402, -73
5056, 388, 401, -70
5127, 365, 407, -101
5144, 357, 403, 6
5158, 352, 401, 10
5170, 348, 399, 14
5227, 343, 397, 27
5243, 340, 396, 28
5256, 338, 396, 29
5345, 310, 407, -95
5397, 307, 396, 117
5414, 305, 390, 117
5429, 303, 386, 119
5496, 302, 383, 123
5514, 302, 382, 120
5527, 301, 381, 118
5537, 301, 381, 117
5592, 302, 381, 110
5606, 302, 382, 108
5617, 302, 382, 106
5675, 303, 383, 98
5686, 304, 384, 97
5712, 304, 384, 93
5766, 306, 385, 86
5778, 307, 386, 80
5790, 308, 387, 78
5842, 309, 388, 71
5855, 310, 389, 69
5871, 311, 389, 68
5932, 313, 404, 72
5951, 316, 417, 94
5969, 318, 430, 98
6022, 319, 446, 105
6037, 320, 458, 106
6053, 321, 467, 106
6123, 318, 494, 91
6133, 318, 511, 104
6143, 317, 523, 104
6155, 317, 532, 103
6168, 316, 538, 101
6237, 315, 547, 97
6248, 314, 552, 97
6263, 313, 555, 96
6283, 313, 557, 96
6364, 309, 575, 75
6380, 306, 586, 70
6396, 304, 594, 67
6460, 302, 602, 59
6471, 300, 607, 58
6485, 299, 610, 58
6497, 299, 612, 57
6550, 298, 620, 54
6561, 296, 625, 41
6581, 294, 630, 34
6632, 292, 638, 21
6644, 290, 643, 18
6657, 289, 646, 16
6724, 288, 650, 9
6740, 287, 652, 10
6757, 287, 653, 10
6768, 287, 653, 10
6822, 287, 653, 13
